Component_ID,Flight_Hours,Temperature,Vibration,Component_Age,Maintenance_Cost,Failure
C586,879,111,0.5269835282020633,38,26408,0
C587,3605,67,0.32931922898033694,32,6229,0
C588,2893,61,0.8412511031062544,34,38566,0
C589,785,63,0.6618042007692098,41,45014,0
C590,2945,117,0.5525668405862949,7,34107,0
C591,2787,85,0.9053883774126049,52,30728,1
C592,3630,117,0.9507599396852852,9,16635,1
C593,1904,70,0.24402571703434062,24,35769,0
C594,4587,101,0.1031594646977414,43,40495,1
C595,4523,113,0.9905180179552802,20,6693,1
C596,4937,107,0.5271481420484216,58,48719,1
C597,3733,62,0.2729370591246546,6,34964,0
C598,1703,116,0.3491358951547082,28,16850,0
C599,2796,84,0.31165391142401233,25,20644,0
C600,856,79,0.6963768839710254,46,25703,1
C601,1267,65,0.6001124279736436,35,2549,0
C602,801,94,0.504012792594814,43,33172,0
C603,2778,67,0.886506199955429,11,32407,0
C604,2285,62,0.8126079586240031,50,9608,1
C605,2703,104,0.2966365084083092,22,27008,1
C606,3925,109,0.7128374851039212,29,17221,1
C607,1989,79,0.5017057961695129,32,43534,0
C608,3892,64,0.38712435133833467,47,36501,0
C609,3958,88,0.5739468174175982,40,14967,0
C610,2819,87,0.9947856425612543,22,12386,0
C611,2841,87,0.8994916924855774,11,6992,0
C612,3177,92,0.7089672242683418,37,22274,1
C613,1835,108,0.626125942556533,25,12591,0
C614,2986,62,0.7322266323753747,52,13848,1
C615,2491,108,0.4785720441340052,13,10488,0
C616,1242,69,0.991177635984613,54,41568,1
C617,1282,106,0.556503099126941,31,22206,0
C618,2863,100,0.3782920350767943,21,8734,0
C619,2916,115,0.3628067599352981,43,9265,0
C620,873,86,0.49835383184371396,27,13447,0
C621,3742,82,0.8384935536848238,56,4139,1
C622,2579,65,0.3765665531550302,51,9106,0
C623,2994,81,0.5183025466617064,31,35505,0
C624,4598,95,0.619615483708179,33,30045,0
C625,3731,119,0.388224607841949,8,49482,1
C626,3310,116,0.1328878728691575,16,20460,1
C627,2293,90,0.9091897727738046,15,32173,0
C628,1339,70,0.9291458791704745,59,21019,1
C629,3448,78,0.30482458822087194,14,17226,0
C630,1856,90,0.35188622833153294,41,26504,0
C631,3763,74,0.774165334567032,38,19989,0
C632,3917,61,0.6343627812856363,21,39357,0
C633,2645,102,0.2318936365637152,42,36145,0
C634,4562,103,0.694217479313568,32,29755,1
C635,4593,63,0.8471081293112622,32,46107,1
C636,3216,80,0.7528657989453145,22,10404,0
C637,4159,113,0.6391336995204144,27,8189,1
C638,657,65,0.5781228921841437,28,44708,0
C639,1189,84,0.5892857519832522,25,10585,0
C640,2021,111,0.6596250118769172,9,28062,0
C641,1588,116,0.8216127628225972,18,4552,0
C642,3955,79,0.5254476024543118,41,26489,0
C643,3651,79,0.37673701977921314,33,18194,0
C644,3725,99,0.16426577120495867,15,8854,1
C645,4062,114,0.7427446043794642,10,14215,1
C646,2723,105,0.6933975895512495,42,20525,0
C647,4402,86,0.8835514277568751,57,18476,1
C648,624,79,0.4135640377712414,57,3556,0
C649,3374,90,0.5077199794709791,29,29836,0
C650,511,73,0.21496737757345788,35,32317,0
C651,4668,81,0.34779799243502035,9,41360,0
C652,3474,91,0.3451651518839706,9,40219,1
C653,2009,63,0.25669557320269076,44,30994,0
C654,3792,84,0.2895676986769623,36,8591,0
C655,1329,69,0.584291221233647,7,27270,0
C656,2311,89,0.8573935807081737,23,25615,0
C657,736,76,0.2411623433423361,7,19037,0
C658,1824,91,0.4806941793808429,17,19759,0
C659,4334,81,0.2889002782547023,50,1819,0
C660,3954,88,0.333141482360622,24,2904,0
C661,2317,101,0.5106099594879333,17,39819,0
C662,1940,93,0.8666165433385165,54,44665,1
C663,4922,117,0.8534143874451156,8,16853,1
C664,4862,118,0.20979741597214852,24,13894,0
C665,1843,115,0.5115623277821957,38,41871,0
C666,4813,89,0.42163069912158313,43,25572,0
C667,2082,70,0.7589660506253838,55,20491,1
C668,2621,80,0.8654474055025251,28,8991,1
C669,4599,97,0.5787592893636369,42,23248,1
C670,3508,117,0.8555132861252084,59,45110,1
C671,2093,69,0.3047149194558297,25,5369,1
C672,3997,60,0.6207788387748853,34,34691,0
C673,4094,99,0.3869488956502233,54,30287,1
C674,3080,105,0.8652427958289237,39,23994,1
C675,669,109,0.6514102892263031,29,29624,0
C676,1256,64,0.802433688441356,44,33569,1
C677,3588,116,0.11464072339120343,26,44975,1
C678,4647,65,0.1319971313788425,39,11125,0
C679,1447,96,0.43762323257119873,56,4713,0
C680,4643,80,0.4098770065988865,39,4091,0
C681,802,94,0.34785701995126683,23,38035,0
C682,4513,95,0.3967069387593942,33,42380,1
C683,2685,86,0.9811336177988895,21,39284,0
C684,2374,71,0.6585098258906753,49,13096,1
C685,4868,99,0.6550925026004119,39,47808,1
C686,3997,77,0.10432997417002243,26,3041,0
C687,1851,108,0.8217731720681765,28,12821,0
C688,1850,83,0.23482727514312607,53,45198,0
C689,4248,99,0.672451856226748,22,27786,1
C690,940,109,0.32164054866719666,15,49202,0
C691,3474,92,0.8774462713551571,23,26436,1
C692,4321,81,0.15045413843676197,11,11980,0
C693,3728,77,0.8233103405242763,48,11722,1
C694,852,111,0.15911164954268112,7,23475,0
C695,2589,72,0.9542863379360291,27,29063,0
C696,4582,118,0.16879938182934642,30,37770,1
C697,3769,80,0.12312292438394179,45,7353,0
C698,3843,102,0.9561984105918008,15,40537,1
C699,1440,111,0.43411254364405116,46,14264,0
C700,1934,92,0.6196011158909199,48,13868,0
C701,4631,101,0.38861968577692285,31,40775,1
C702,4686,92,0.9324396817297553,30,24894,1
C703,2581,113,0.712954521084758,22,22604,0
C704,2887,83,0.191076034667518,23,6247,0
C705,997,84,0.5867982128600424,7,48675,0
C706,4618,63,0.8636392430858526,51,31932,1
C707,1503,70,0.7159863287265653,51,24107,1
C708,4551,79,0.2721185063732679,57,49900,0
C709,3194,117,0.7195517623719777,22,22596,0
C710,610,105,0.3180508736424581,48,26850,0
C711,1590,70,0.6854737859739106,55,6457,0
C712,2899,93,0.5407672742897326,6,48878,0
C713,3177,101,0.42106514334665446,14,21720,1
C714,1409,104,0.3454253924519676,33,27271,0
C715,1192,113,0.5476138424777046,12,43247,0
C716,2504,72,0.33184739426388093,42,16300,0
C717,2454,115,0.29629218195419127,12,30368,0
C718,2819,71,0.16458275868756989,21,43595,0
C719,4252,71,0.8197724610413145,20,46477,0
C720,4186,108,0.42319849508214835,49,45325,1
C721,1836,119,0.6398593360736086,33,34861,0
C722,2228,68,0.17574755554398014,27,38136,0
C723,1252,109,0.284649722868305,46,14161,0
C724,1202,71,0.5940372133916578,36,44541,1
C725,4968,99,0.1462282260987881,44,5945,1
C726,1058,113,0.4010879628103299,59,9152,0
C727,3612,117,0.4778697851735879,11,7979,1
C728,2279,69,0.8634268817950028,38,24913,0
C729,2488,108,0.9760830704713428,36,15939,0
C730,3962,64,0.4633987170275242,29,16340,0
C731,3662,90,0.6066077641668992,50,3368,0
C732,3749,82,0.3456632482070403,16,37997,0
C733,2527,60,0.985077579536489,59,49440,1
C734,4591,101,0.9254861371132088,58,21200,1
C735,4294,60,0.1945766272821491,40,8849,0
C736,2094,107,0.8355406162747178,35,47057,0
C737,1746,64,0.566847924992954,47,22444,0
C738,2029,61,0.11673759919161536,16,37640,0
C739,2634,89,0.18151968071553662,25,12597,0
C740,3947,65,0.7133395718379235,36,46412,0
C741,4658,93,0.8735931079469071,38,46261,1
C742,4744,90,0.8089741249832908,59,11149,1
C743,3563,96,0.8265108407218595,13,11087,1
C744,1681,94,0.8424661073099436,8,41399,0
C745,4933,92,0.4566984793123583,14,17231,1
C746,2492,118,0.6549945390720456,17,23936,0
C747,1033,68,0.32784743285571355,47,14820,1
C748,2308,81,0.831320194245779,7,24149,0
C749,1903,90,0.732364817002309,25,24208,0
C750,2463,114,0.6157201157046349,41,1890,0
C751,1474,70,0.29622046268562274,12,39876,0
C752,3893,82,0.15950631952345076,39,34010,0
C753,3688,65,0.3330028547974706,19,3933,0
C754,3598,78,0.26239996517860853,28,19193,0
C755,1274,105,0.4055442028799736,57,3014,0
C756,3127,77,0.8591248051349627,10,12802,0
C757,3982,66,0.8346060426125306,36,26551,1
C758,3101,111,0.8001934694902777,27,5552,1
C759,1804,72,0.6775754901462544,30,29810,1
C760,1369,99,0.7936813093408508,8,48304,0
C761,3275,92,0.16637861306787216,41,7725,1
C762,1044,117,0.42907134388051993,31,9624,0
C763,3726,93,0.8709042051980185,13,10886,1
C764,3989,84,0.907757733702791,13,47149,0
C765,2683,94,0.9703875718377354,28,38752,0
C766,4857,104,0.1499320814345378,28,39234,1
C767,2221,105,0.8424633111448588,54,33509,1
C768,1914,90,0.5622121235394801,17,32886,1
C769,3103,79,0.32207670796667975,40,28539,0
C770,3704,87,0.6086344183947496,50,20652,0
C771,3358,114,0.7931482307494647,46,49717,1
C772,4544,112,0.6283845083678399,25,19638,1
C773,3966,99,0.8260420407918205,20,2844,1
C774,2578,83,0.17342751909440657,56,33559,0
C775,4316,67,0.15841795970740327,51,45678,0
C776,971,105,0.8839229949344194,26,20841,0
C777,1063,116,0.8609885816024906,27,35092,0
C778,1934,62,0.77931138361811,55,34662,1
C779,3391,110,0.8389305585529926,57,6934,0
C780,4639,119,0.7012919748224227,59,13297,1
C781,4263,75,0.38085230688782523,42,5287,0
C782,3304,114,0.21774140512284684,10,46267,1
C783,3490,97,0.37055232744214794,20,23905,1
C784,3940,60,0.3816614979803963,55,1560,0
C785,4235,81,0.3027431641472159,46,22528,0
C786,4393,88,0.58852073487344,53,38902,0
C787,4917,109,0.4833676525822064,41,43244,1
C788,1295,107,0.6255088311115248,12,14316,0
C789,4830,70,0.7435937152497769,43,48898,1
C790,3267,62,0.771456195084245,24,3949,0
C791,2019,86,0.8639137125750066,57,13557,1
C792,2299,72,0.29056880365471105,25,43865,0
C793,3473,92,0.15793614651340018,53,26214,1
C794,1285,110,0.37914548256872305,13,28376,0
C795,3784,63,0.20148650107655702,46,39952,0
C796,944,91,0.9927629993107213,48,16636,1
C797,3850,101,0.31336695915218105,25,37685,1
C798,3251,116,0.6817538471991209,38,45894,0
C799,4610,114,0.8287229610163931,16,14632,1
C800,3252,67,0.4308732870800579,50,28744,0
C801,2067,93,0.8581279859486509,27,23002,0
C802,4895,82,0.41018902953477776,8,16609,0
C803,2526,88,0.6649142722810114,16,18490,0
C804,849,110,0.7813026860285485,38,12521,0
C805,2861,61,0.2636721596855296,37,15492,0
C806,1919,85,0.2687862002490814,17,12121,0
C807,4669,77,0.9592183792511808,42,3849,1
C808,2386,116,0.40335671669600404,9,36084,1
C809,1150,69,0.5525755212241658,42,5963,0
C810,1908,110,0.28308803780818803,44,25017,0
C811,522,84,0.1620379608550393,39,36452,0
C812,1338,115,0.9835846215626882,40,16782,0
C813,1681,88,0.8347360979141787,38,21285,0
C814,4294,72,0.7221434027529824,31,44298,0
C815,4166,66,0.8660749080360965,31,37340,0
C816,1229,69,0.7536091297221175,27,24486,0
C817,4803,113,0.7874948620602181,47,37422,0
C818,4440,78,0.923816513288186,47,17745,1
C819,4408,89,0.7680255828171667,49,31440,0
C820,932,62,0.3980941196525186,46,13442,0
C821,4601,117,0.26736111043473465,31,13484,1
C822,3969,76,0.36398470802431193,19,14346,0
C823,2263,70,0.17277974128767631,54,10026,0
C824,3779,87,0.4452794166476274,38,44067,0
C825,2392,116,0.6152047663531919,6,24351,0
C826,934,94,0.37806532085425426,45,19980,0
C827,4287,118,0.48760377649641207,23,45256,1
C828,861,66,0.3439424827113092,37,39944,0
C829,3660,103,0.6043128284695855,37,12764,1
C830,1380,111,0.9796949511147603,42,25469,1
C831,4831,117,0.2886589763963269,32,17487,1
C832,4392,85,0.4612773001535998,52,3173,0
C833,3856,64,0.3010265466000417,27,7746,0
C834,3547,107,0.3548414961312296,53,16157,1
C835,818,102,0.2346153487132443,20,28900,0
C836,1517,90,0.39071696125218935,23,34174,0
C837,3983,76,0.37831333440966597,24,34058,1
C838,2709,109,0.3255843503574438,44,41958,0
C839,1698,110,0.2588357771572107,29,33803,0
C840,1894,60,0.6746337111496065,44,17588,0
C841,3048,67,0.3065719686307583,42,32005,1
C842,3883,113,0.7599790701230947,32,6637,1
C843,4492,65,0.5418355541219626,53,48307,0
C844,1831,96,0.7363117536124562,22,35600,0
C845,2640,70,0.9113982350664569,11,9447,1
C846,2128,112,0.7430282184904414,49,16334,1
C847,2371,97,0.19508007567150004,34,34350,0
C848,3197,105,0.17188552236616556,38,46688,1
C849,4401,105,0.814578755238566,6,25820,1
C850,4473,118,0.22568000440131414,27,46264,1
C851,4411,85,0.9782675032155778,59,3286,1
C852,3988,60,0.7784586469815173,55,41217,1
C853,670,94,0.28588047712761294,43,3696,0
C854,3745,73,0.5080443805941189,40,33607,0
C855,2454,64,0.22635097189975859,16,28495,0
C856,1422,69,0.7367611701590113,15,3483,0
C857,824,106,0.12054976704013344,24,2119,0
C858,1840,101,0.9076734203197675,40,24870,0
C859,1762,70,0.24137250048320388,12,27265,1
C860,4078,74,0.5306604041155024,53,13542,0
C861,1727,69,0.9431268563675059,8,20032,0
C862,3797,81,0.4504419512018101,49,26438,0
C863,2404,64,0.2489485420744696,17,22289,1
C864,4306,102,0.23644430422203697,28,18951,1
C865,3806,100,0.6949164361361589,24,22681,1
C866,1387,116,0.5751038308630386,9,44361,0
C867,4779,66,0.8630877443086431,43,23969,1
C868,2400,63,0.4460269301933436,25,33821,0
C869,3123,101,0.39617605952345514,34,36130,1
C870,594,111,0.3182752831531607,49,14930,0
C871,3354,86,0.8550038117735995,24,11688,0
C872,2879,115,0.10452641931852069,25,5795,0
C873,859,90,0.42449645989477747,19,49072,0
C874,4781,95,0.22201111059720557,37,11161,1
C875,2009,106,0.579751337215092,58,2571,0
C876,3717,82,0.13104900557202612,45,45845,0
C877,3823,64,0.3222586481797901,12,34430,1
C878,1339,83,0.8249268569477939,47,3536,1
C879,2881,94,0.5519901561983096,10,45715,0
C880,1640,76,0.5815553683692112,37,38519,0
C881,1807,102,0.8629144486849484,12,14540,0
C882,3639,87,0.17293057277120505,32,2199,0
C883,1415,113,0.5417111053257758,46,24713,0
C884,1876,99,0.832316535626761,7,32027,0
C885,3979,103,0.39788044093544617,52,20138,1
C886,2800,88,0.5462668905608983,44,9932,0
C887,4669,90,0.5207286316033275,46,9933,0
C888,1262,93,0.47064627175500473,48,18792,0
C889,872,75,0.13599055716596614,47,43968,0
C890,2146,60,0.7200986276093271,15,10246,0
C891,4435,65,0.13148728814804678,38,7869,0
C892,2988,88,0.6268201310266304,14,29171,0
C893,4155,82,0.14417904978019425,48,13606,1
C894,1079,65,0.984839059727843,18,7415,0
C895,3646,112,0.8056680799125733,16,23665,1
C896,3529,83,0.5406849135600876,13,14239,0
C897,2829,72,0.2358624467649753,10,26092,0
C898,2424,92,0.15987642104485406,16,23242,0
C899,2299,75,0.5076851603967031,49,5406,0
C900,558,94,0.39068125053239033,27,9217,0
C901,2959,110,0.6565530409510768,11,31836,0
C902,856,68,0.6827922661860635,27,33742,0
C903,2478,88,0.9631536607025648,15,32674,0
C904,1898,86,0.9717486467702251,45,33571,1
C905,3164,84,0.6442135491091739,47,5170,0
C906,727,116,0.7278648654825474,18,40190,0
C907,903,103,0.33323412349848003,28,40621,0
C908,1308,96,0.9477568022191433,35,32043,0
C909,3876,90,0.9073356736637542,49,36088,1
C910,683,71,0.5379081914874335,48,16233,0
C911,3715,111,0.5450257845874651,23,35564,0
C912,2050,117,0.15071114650617048,23,18625,0
C913,2711,74,0.8248899475710292,18,15016,0
C914,2796,62,0.22111585570225664,23,38002,0
C915,4185,76,0.8149954881029631,33,45436,0
C916,4970,80,0.8507509544533839,21,47866,0
C917,4116,67,0.47042614950571493,40,44834,0
C918,2649,103,0.212874388750945,16,7438,0
C919,932,89,0.714652763166749,28,27380,0
C920,2338,117,0.18460892433455853,26,42446,0
C921,1094,94,0.3192770890782257,10,46048,1
C922,4719,118,0.2279434265021042,33,15999,1
C923,1637,70,0.20378728353044312,6,28152,0
C924,4515,69,0.5015982063207473,51,28487,1
C925,3259,108,0.2285274286181126,42,30652,1
C926,1979,110,0.560272579711009,27,11066,0
C927,1844,66,0.13485078758618796,30,32710,0
C928,4265,85,0.4355708304060639,49,28543,0
C929,4765,83,0.4137894796761227,6,46469,0
C930,1255,68,0.6712993973636877,15,39584,0
C931,1937,92,0.8772477391923545,26,28761,0
C932,1679,95,0.8301225024495441,29,20865,1
C933,3101,109,0.7166029828637414,54,36093,1
C934,3189,90,0.801207395259083,53,44543,1
C935,3156,86,0.3456433896666412,29,28589,1
C936,1856,113,0.660114803858403,19,35700,0
C937,4618,67,0.28993405237425873,48,7522,0
C938,4189,80,0.3824329743990137,16,6577,0
C939,2137,115,0.3468535616096361,10,24636,0
C940,1523,116,0.11662919651224062,32,33450,1
C941,1912,102,0.6410464232422929,51,5978,0
C942,2011,118,0.8634981861453143,37,10774,0
C943,1704,114,0.42313064973275805,10,24860,1
C944,2493,89,0.7521692031631682,53,1296,1
C945,615,65,0.909619866770909,17,49447,0
C946,3894,90,0.5617194951915042,51,27446,0
C947,4643,76,0.9752277329935877,6,22137,0
C948,2449,96,0.7085650359585179,49,34604,1
C949,967,94,0.6823779949093108,9,39519,0
C950,2716,113,0.6118486032898419,16,5867,0
C951,1473,92,0.3891348397578053,59,24203,0
C952,4972,106,0.5923872185251207,30,17390,1
C953,3044,83,0.8979661464853931,55,15139,0
C954,1958,93,0.3488009050673591,54,21747,0
C955,3015,114,0.8662113613984628,49,22448,0
C956,3504,101,0.7075056317791314,36,37067,1
C957,3524,63,0.16380991842719136,47,31032,0
C958,1452,75,0.2021036919373287,47,1138,0
C959,1201,82,0.7680729035524393,26,18552,0
C960,2403,99,0.36176643316603097,6,38719,0
C961,4420,68,0.9986545678899382,40,12052,0
C962,3813,103,0.3143418862371741,38,9404,1
C963,1312,118,0.8337697844657118,47,37387,1
C964,2062,118,0.9901820630791341,11,16300,0
C965,1135,118,0.5586762640660233,14,44970,1
C966,2807,75,0.2540379312851946,7,8183,0
C967,1612,79,0.6805292290512553,39,1088,0
C968,1118,90,0.8659307404962586,30,46534,0
C969,4309,64,0.8985818558525789,37,22478,0
C970,2072,91,0.866609946508758,53,42272,1
C971,1481,97,0.23701872915140051,33,16138,0
C972,3294,100,0.8974351780074381,7,13371,1
C973,2129,75,0.889651159376571,58,4882,1
C974,4216,61,0.8242395240029704,27,45259,0
C975,2583,88,0.8798591752490137,30,10016,1
C976,836,72,0.1277344702230955,42,7674,0
C977,4820,89,0.9287160392337261,20,40309,0
C978,3578,86,0.3585526349883178,27,20140,0
C979,2193,74,0.7531783279346093,24,12241,0
C980,808,117,0.8186860813491479,11,13070,1
C981,4172,101,0.5411392202676651,28,18641,1
C982,4598,77,0.3582520302998642,28,11242,0
C983,2298,88,0.35314457271956257,42,12261,0
C984,1046,115,0.15400871221131993,38,49324,0
C985,2526,106,0.8195891865359564,35,25174,1
C986,4803,113,0.6264151669630115,58,28099,1
C987,2124,108,0.313039977736815,43,25333,0
C988,557,88,0.5475152532900334,10,32170,0
C989,4698,89,0.8506533035834448,42,48263,1
C990,1978,118,0.39456627791010235,20,2298,0
C991,2304,80,0.8035604373245198,19,7185,0
C992,3741,90,0.8354126526573039,48,43364,1
C993,1345,97,0.12955094047834115,52,7968,0
C994,1535,61,0.5384854856540282,39,43637,0
C995,649,93,0.35023953705246724,14,1208,0
C996,902,113,0.7514666502533967,46,25445,1
C997,1510,86,0.8070963802965883,25,6800,0
C998,2140,102,0.17364138291932138,22,30076,0
C999,1367,91,0.7923330517890048,11,46827,0
C1000,3081,77,0.5618000057135552,15,34169,0
C1001,586,82,0.28374609845253146,40,22361,0
C1002,3067,106,0.3034406099989335,42,27016,1
C1003,3141,118,0.9824521363428884,27,8561,1
C1004,3875,110,0.5444627997303619,44,3885,1
C1005,4382,72,0.24638029832582728,40,40469,0
C1006,4519,87,0.9661835738111584,6,5803,1
C1007,2814,66,0.24452896807298607,53,46722,0
C1008,2938,115,0.4338970220531889,59,22731,0
C1009,4392,69,0.7098525180797538,9,48315,0
C1010,893,81,0.3921042797818115,56,5569,0
C1011,1200,88,0.19082481442137395,43,34915,0
C1012,915,95,0.22496317514707587,40,34419,0
C1013,2849,87,0.26213848684701657,21,15133,0
C1014,1894,110,0.15877475468616592,8,27439,0
C1015,2287,72,0.6471325808782981,56,6615,0
C1016,2425,100,0.5797447914635272,30,37818,0
C1017,4105,84,0.5710979328655024,31,2892,0
C1018,4485,100,0.27937894406919195,28,15897,1
C1019,3345,65,0.49349701999270956,8,43616,0
C1020,1907,113,0.8928895096929966,17,39795,0
C1021,1292,97,0.9565624255495131,40,16622,0
C1022,1601,60,0.33786717588161735,51,44924,0
C1023,2665,94,0.11308807866087943,49,39972,0
C1024,4133,80,0.37128020585441757,28,8577,0
C1025,610,103,0.9998476012225437,37,49173,0
C1026,2349,74,0.19088517081811204,54,3570,0
C1027,2112,67,0.13998297199450044,30,35598,0
C1028,4234,86,0.5074052690220906,18,25937,0
C1029,1146,72,0.8999305816760064,18,12143,0
C1030,2396,92,0.5550858183111165,14,24287,0
C1031,3862,107,0.6102649595096521,22,26709,1
C1032,2875,107,0.5133576191286002,29,19539,0
C1033,4364,110,0.3206309315777781,31,30665,1
C1034,755,106,0.699880988894171,47,1556,0
C1035,4276,94,0.865376721914244,40,31672,1
C1036,547,94,0.7539386700067138,48,37558,0
C1037,1311,66,0.438480729605067,29,6012,0
C1038,4105,112,0.6989339589318353,39,31863,1
C1039,2968,67,0.5365628838808715,49,47473,0
C1040,3116,106,0.10826956094642753,28,46733,1
C1041,4229,67,0.8361595708660101,13,15413,0
C1042,3468,94,0.43419093355527905,23,8617,1
C1043,1677,92,0.5341116343939968,18,43683,0
C1044,3685,62,0.2637234230355254,26,18057,1
C1045,1844,86,0.2960008524450689,44,10840,0
C1046,1997,67,0.2606189970389287,22,39286,0
C1047,1260,108,0.3494996368855996,40,45968,1
C1048,4168,107,0.8882087279814657,38,38276,1
C1049,1543,67,0.10979794131777947,28,9780,0
C1050,1032,93,0.1063860573281637,58,29310,0
C1051,1653,61,0.593414705209313,48,39406,0
C1052,3535,63,0.2336426515435894,40,32778,0
C1053,3891,84,0.16729298345617222,27,16452,0
C1054,3802,110,0.3926776113673164,52,37683,1
C1055,4303,79,0.6159110971980319,23,33444,0
C1056,1146,115,0.9669540046944993,20,30503,1
C1057,3166,71,0.24006729097702012,19,23243,0
C1058,1524,64,0.18163479168001267,52,11261,0
C1059,2162,117,0.4653499011876957,51,36721,1
C1060,4959,102,0.9020010869092675,29,18235,1
C1061,2258,95,0.3525201520028358,36,27619,0
C1062,2171,82,0.8293977195970255,40,47387,1
C1063,2231,72,0.9014495291002304,52,30624,1
C1064,989,87,0.5356159709637224,54,7169,0
C1065,4495,109,0.6866987536961899,26,35374,1
C1066,2869,103,0.2867848988832296,54,49383,0
C1067,2832,100,0.868757513716375,53,44278,0
C1068,1219,116,0.7509322104310906,52,15609,1
C1069,3899,108,0.17955380608952104,43,23952,1
C1070,1215,64,0.40495851900958435,31,5312,0
C1071,4199,118,0.8636305024243794,51,3943,1
C1072,664,76,0.10476357758576894,47,2747,1
C1073,2338,80,0.24544085303857865,33,43593,0
C1074,1397,80,0.1414017976654831,58,38355,0
C1075,2014,116,0.19025800836106033,49,4574,0
C1076,2566,69,0.16989168060349968,19,11724,0
C1077,688,90,0.5295495005281776,9,5104,0
C1078,4485,62,0.6267266110222126,41,31730,0
C1079,724,104,0.9825008103956457,40,40262,0
C1080,4479,69,0.8861282158195707,11,13389,0
C1081,4796,91,0.28749292600377646,34,39765,1
C1082,4270,106,0.2906251742243673,6,7069,1
C1083,3836,110,0.42931642464675,30,21270,1
C1084,1197,109,0.5946358992315413,25,1619,0
C1085,4432,87,0.7570618441088403,52,24390,1
C1086,1838,92,0.8453766497007229,48,33827,1
C1087,621,119,0.9958003141450688,15,19091,0
C1088,3326,113,0.6216026466222889,28,29064,1
C1089,3432,64,0.4046670559346982,53,5674,0
C1090,3394,82,0.757305470205616,25,22934,0
C1091,1669,98,0.5425881167530505,6,41522,0
C1092,1954,72,0.5525637423862715,36,20591,0
C1093,3712,75,0.5418484746228138,13,34267,0
C1094,4438,62,0.7232412849261104,37,38671,0
C1095,2530,74,0.5701711515379517,8,19734,0
C1096,4648,108,0.15702106875378294,27,11598,1
C1097,4456,68,0.8068453533865371,27,22005,0
C1098,4021,72,0.6001140323306239,23,45281,0
C1099,2273,112,0.3731501419541252,48,30232,0
C1100,3436,72,0.2395353603058753,55,41548,0
C1101,2646,88,0.6098001498967328,23,7150,0
C1102,1069,88,0.508643872322136,31,19264,0
C1103,4995,107,0.5347098669444887,9,5821,1
C1104,3093,87,0.8106562254707138,29,15143,0
C1105,3884,94,0.914767718535381,56,1561,1
C1106,864,84,0.2640487504107035,49,29913,0
C1107,1713,92,0.9702820134973799,24,39626,0
C1108,4185,108,0.5856768344471658,23,37484,1
C1109,4794,83,0.17373266069784496,59,42965,0
C1110,1912,110,0.6068776116784744,28,30664,0
C1111,957,72,0.9262055855492773,35,33971,0
C1112,979,76,0.7036147616748474,14,4001,0
C1113,4368,84,0.9405059910224896,39,34775,0
C1114,2037,88,0.4351856989646907,17,18610,0
C1115,1863,86,0.9898354186256135,8,9305,0
C1116,1609,97,0.41271792535241025,45,44055,0
C1117,2088,84,0.16665135976465528,36,22188,0
C1118,1953,61,0.12544132978661932,13,12058,0
C1119,4819,119,0.8340392111073465,26,43918,1
C1120,3976,68,0.7372930716357394,45,48793,1
C1121,4107,88,0.4216505447131763,43,42525,0
C1122,3248,72,0.6147017019568318,23,7777,0
C1123,3422,94,0.6058545335543041,30,17121,1
C1124,4628,66,0.43403515466377895,6,48741,0
C1125,3236,89,0.6893817939614238,14,34050,0
C1126,3551,98,0.8276103568535239,33,46788,1
C1127,1612,67,0.15069329336518852,15,13190,0
C1128,1659,79,0.29430488956648426,52,38711,0
C1129,4833,101,0.27586183170729967,47,12221,1
C1130,929,101,0.17268779893101394,51,48792,0
C1131,773,86,0.8187314763536502,30,45765,0
C1132,3540,98,0.5530579014075516,33,11469,1
C1133,2614,114,0.9097213672752177,39,47394,0
C1134,830,64,0.12709763845508745,24,28108,0
C1135,1730,62,0.9169030281764049,59,6813,1
C1136,4649,85,0.3672888788688825,31,1847,0
C1137,2981,85,0.33529292358386875,41,30797,0
C1138,3800,106,0.8319307886310218,24,45581,0
C1139,2324,96,0.9117042022212949,57,37638,1
C1140,1217,107,0.7145928199284829,21,13143,0
C1141,890,82,0.22153476470554023,23,20309,0
C1142,1935,72,0.6222692057698914,12,21195,0
C1143,572,100,0.5299928861869693,15,36244,0
C1144,1012,108,0.8956543166989563,23,2632,0
C1145,897,61,0.49077803936411546,13,39929,0
C1146,603,80,0.6931195108952806,25,32459,0
C1147,4275,78,0.8187579240981278,18,42073,0
C1148,1381,90,0.3440905881849808,21,20017,0
C1149,3555,112,0.8902596241650877,22,23975,1
C1150,1999,86,0.873239739276474,31,23397,0
C1151,4652,71,0.6736063292026274,38,10819,0
C1152,3485,83,0.6090891754781597,15,32146,0
C1153,2102,64,0.6974096932951795,17,6414,0
C1154,4940,89,0.9875868747255823,47,38476,1
C1155,3751,77,0.3055873064658899,19,32163,0
C1156,4661,86,0.8601499788739798,31,38489,0
C1157,4440,86,0.6609137690742473,37,23618,0
C1158,1822,106,0.5562768584418627,21,29005,0
C1159,1275,71,0.3971397449832521,41,16180,0
C1160,3371,62,0.7909010533952937,56,2293,0
C1161,2100,103,0.7622032312488619,55,41324,1
C1162,1829,107,0.151391023082713,13,37525,0
C1163,2819,115,0.21931182468142071,14,23432,0
C1164,2443,66,0.32072422942627704,10,47355,0
