Flight_Hours,Temperature,Vibration,Component_Age,Failure,Predicted_Failure
3380,64,0.17264399185248783,58,0,0
882,108,0.6812347400343514,39,0,0
1696,87,0.6589286698707917,46,0,0
651,64,0.8111301580035641,56,0,0
564,88,0.8328109546513061,55,0,0
2097,105,0.42497174191457077,58,0,0
2132,95,0.34106972315588824,32,0,0
4676,84,0.3755160115021141,22,0,0
2715,67,0.2771042107661591,12,0,0
3480,68,0.36059554374993086,51,0,0
1926,85,0.4728474799218373,58,1,1
945,92,0.7879677005968863,55,0,0
3559,100,0.33063438575021353,22,0,0
1052,98,0.8031829061437127,13,1,1
3658,62,0.16112967912262505,48,1,1
3015,105,0.2621835327561559,32,0,0
539,93,0.8294295123580475,13,1,1
1298,99,0.48148571636790216,35,0,0
777,117,0.5216442306340903,45,0,0
4322,65,0.8072407011784596,22,0,0
3096,82,0.11257623325716964,12,0,0
2856,64,0.9195359398079369,26,0,0
752,66,0.47672036398895234,22,0,0
919,70,0.11713642891979924,27,0,0
611,86,0.45578333332493115,45,0,0
3083,114,0.7884876509531475,11,0,0
4649,65,0.7953275000176554,18,0,0
4312,88,0.8923291577053045,27,1,1
3035,72,0.6069217574023332,59,1,1
1705,110,0.8660146846414439,15,0,0
4827,103,0.6594558506903744,29,0,0
1253,64,0.8670717682648901,48,0,0
2747,107,0.30684746983531996,15,0,0
4043,72,0.49976365228643316,8,0,0
1642,90,0.3228029535323083,33,0,0
887,66,0.20896006630255393,16,0,0
2702,109,0.46675591426671514,35,0,0
4028,74,0.9417341598254737,25,0,0
1972,99,0.9365813871091232,57,0,0
2102,65,0.5776003190802806,51,0,0
4955,115,0.5374967188351781,6,0,0
1529,95,0.15945040268518929,43,0,0
4324,110,0.3139601273083692,41,0,0
2303,102,0.6568997451330677,58,1,1
2074,100,0.7737223304378166,7,0,0
4954,87,0.8876410022390961,38,0,0
4212,101,0.12660620827816707,16,0,0
4324,61,0.9229746137848515,47,0,0
4336,62,0.8898934307372871,33,0,0
2931,72,0.9467887286803746,40,0,0
2302,88,0.3749875879705197,15,0,0
4147,101,0.22235991982986972,14,0,0
1104,75,0.6940952134143552,7,0,0
2410,62,0.8007606153550544,46,0,0
3333,88,0.1459101547102942,11,0,0
4241,107,0.7696384245950755,34,0,0
4431,108,0.5936147437052711,17,0,0
3301,103,0.5168872376795081,35,0,0
2823,66,0.2446217771612183,27,0,0
761,73,0.5114746208733271,8,0,0
999,115,0.5291543703524031,27,0,0
3151,97,0.10595424447395602,20,0,0
1305,118,0.8358694782162644,36,0,0
1851,80,0.3164384612484723,44,0,0
3275,88,0.8312272652228976,9,0,0
4216,82,0.8828495987819712,17,0,0
4625,99,0.33036257107904365,22,0,0
4974,62,0.11990704745806391,47,0,0
1990,75,0.5965694845627088,26,1,1
3031,60,0.44649633691271406,36,0,0
3694,66,0.13924790446417898,31,0,0
2770,67,0.7052885668869192,22,0,0
2962,102,0.392673784686834,29,0,0
784,119,0.5682923682583786,12,0,0
715,73,0.6789847864894291,47,0,0
4108,111,0.5162707356453969,44,0,0
3412,101,0.522847614858405,33,0,0
1751,79,0.1394171651963828,42,0,0
4258,114,0.7596147620549387,12,0,0
704,115,0.5909981711765779,56,0,0
3488,80,0.7753148791811504,57,1,1
3395,61,0.45824579287677736,58,0,0
4954,69,0.9553951665222462,40,0,0
3385,100,0.6437832708826237,12,1,0
3277,85,0.23900222558837145,46,0,0
3026,117,0.17915027673388875,24,0,0
2604,65,0.9266140676399157,53,0,0
4311,95,0.18074774952107642,53,0,0
3894,90,0.11244400026859634,31,0,0
706,75,0.6125612119791524,46,0,0
4431,77,0.46837441724900997,12,1,1
1429,103,0.8836502565730585,11,0,0
4153,108,0.6757695145831839,34,0,0
4779,110,0.4262182909791943,22,0,0
568,83,0.9925685742295622,37,0,0
1550,77,0.7187849186465027,21,0,0
608,75,0.3839913311665365,39,0,0
4959,114,0.20792250009231766,19,0,0
4365,74,0.1914504901673314,16,0,0
1373,78,0.8568239186644715,41,0,0
4225,79,0.8181988649377163,27,0,0
4088,94,0.6328515530887543,44,1,1
1379,110,0.6950860342120068,40,0,0
3417,107,0.46299001273434515,11,0,0
4043,87,0.48126555730213827,7,1,1
3698,117,0.8436678689434037,45,1,1
4979,117,0.8755631484354771,37,1,1
4384,82,0.22720891476678137,26,0,0
519,68,0.7996632404253169,57,0,0
3245,114,0.3281152848575357,22,0,0
4669,104,0.42808899080815455,14,0,0
2696,71,0.322393864655048,17,0,0
3222,69,0.2763863298559398,37,0,0
4810,72,0.5301170877250946,39,0,0
3284,94,0.13272491343859144,21,0,0
2959,108,0.7370034551771866,6,0,0
1544,79,0.6784970282715814,37,0,0
4809,82,0.5453445147346306,15,0,0
3685,102,0.6480622138558877,42,1,1
2841,73,0.9175661668622815,20,0,0
4771,82,0.2959935265648447,26,0,0
3358,90,0.750612291022947,54,0,0
3835,83,0.8970501594522553,23,0,0
1438,62,0.7988402098327868,56,0,0
1743,66,0.6749342958013019,44,0,0
3505,83,0.9285954094091742,52,0,0
4202,79,0.5613854446420353,32,0,0
1508,83,0.44988995136834287,10,1,1
2364,102,0.8683130071459796,53,1,1
4335,89,0.39667743825501156,11,0,0
2472,84,0.23633454374845064,44,0,0
2130,90,0.7423879296075,57,0,0
1705,67,0.5014668636362729,20,1,0
611,65,0.5052469379536985,32,0,0
4564,87,0.9654063005601003,37,0,0
1220,107,0.2837616985519751,28,0,0
3845,113,0.6589623825752144,57,1,1
2216,99,0.6950030501849364,6,0,0
2785,80,0.6474392316127118,15,0,0
606,117,0.2548529475164479,21,0,0
2618,83,0.329198667789231,33,0,0
2487,92,0.953177399374367,41,0,0
2848,110,0.17158324160322708,24,0,0
3470,80,0.992619818024257,41,0,0
4207,100,0.4984193924517166,34,0,0
1592,68,0.9180598812035563,49,0,0
1711,87,0.24443671033261852,27,0,0
827,107,0.6545041819266563,27,0,0
809,115,0.4571375411357814,20,1,0
752,83,0.39828999354854266,23,0,0
4762,94,0.12513746561425926,56,0,0
1716,114,0.3350886698457878,17,0,0
3449,105,0.5076061954395779,15,0,0
3019,88,0.3350708130374243,14,0,0
983,64,0.8671039032195135,24,0,0
615,86,0.8624423694346524,18,1,1
2666,65,0.8366094107791502,37,0,0
4312,119,0.46402830872690193,21,0,0
4484,108,0.6901422091830628,14,0,0
2157,96,0.674227010473339,53,0,0
1873,73,0.7057162362310665,13,0,0
1262,105,0.1553866516819825,23,0,0
1668,72,0.5017523861948621,22,1,0
3836,80,0.5447485049952837,20,1,1
749,69,0.7683521536118393,48,0,0
1106,86,0.3090777294621159,38,0,0
2007,60,0.5288544884783176,53,0,0
4226,112,0.8868963324984022,17,0,0
3918,107,0.34819126481644624,33,0,0
1114,60,0.4920354721857043,16,0,0
3645,76,0.29310178296405,12,0,0
3617,116,0.9862484921759662,33,0,0
4638,70,0.8728290810321753,13,0,0
3856,94,0.10639480863939788,47,0,0
4055,64,0.11519092066007787,54,0,0
3985,113,0.11296966465065215,36,1,0
2019,107,0.8250827782591009,24,0,0
1100,69,0.2198952395585274,20,0,0
2243,82,0.23801292449274564,19,0,0
3534,106,0.44692550690359834,42,1,1
1184,88,0.22182770479665032,16,0,0
3869,64,0.6490508743560912,52,0,0
2419,115,0.7669800131213839,22,0,0
2793,70,0.7214412919868708,51,1,0
1418,63,0.6551953569524882,56,0,0
846,98,0.4080416771843385,7,0,0
2414,85,0.7381502289180082,23,0,0
1080,102,0.43885946325729586,23,0,0
1020,84,0.9239232694887323,35,0,0
1360,78,0.714437377245044,11,0,0
2138,62,0.23551495276114837,20,0,0
3325,119,0.39658570025309503,28,0,0
1529,91,0.2587194120694609,34,0,0
3286,107,0.2165494515543983,51,0,0
3948,117,0.6633943683072622,51,1,1
3192,89,0.5907722172887092,41,0,0
2865,63,0.5250007425838533,27,0,0
954,111,0.2382502664103554,8,0,0
1335,67,0.38714560285236865,10,0,0
1480,80,0.9932844987280391,9,0,0
1687,76,0.39286783890850774,14,0,0
2898,102,0.9445560701913551,48,0,0
3545,66,0.7988872933858203,17,0,0
1815,92,0.5647205380901501,50,0,0
691,67,0.959120562949397,45,0,0
1183,86,0.5881729295514971,45,0,0
1074,95,0.36467926226273195,18,0,0
4487,99,0.2900659903099471,35,0,0
2476,78,0.6176187048309026,54,0,0
2192,90,0.6948629257372964,28,0,0
1704,99,0.54856302062748,20,0,0
4480,115,0.6999446259926462,43,1,1
4026,78,0.7852077004890979,50,0,0
4458,116,0.33917842490177685,47,0,0
2026,70,0.35867935259327666,49,0,0
833,93,0.33192961761905965,11,0,0
3989,72,0.635212219298121,21,0,0
1802,88,0.531541884706474,40,0,0
4842,113,0.4850600671480556,27,0,0
4133,117,0.6225728125074291,12,0,0
4108,84,0.2986332770414025,39,0,0
4083,92,0.1159611317039393,55,0,0
4544,116,0.2844715054654377,48,0,0
3681,117,0.6217918803159714,38,1,1
1275,74,0.8365432947642435,49,0,0
864,91,0.6798639220530559,19,0,0
3176,76,0.3603507533828756,13,0,0
3040,69,0.26179721387596255,13,1,1
2326,105,0.6097239950722306,50,0,0
2991,109,0.847320156894987,11,0,0
1259,100,0.8023105246495951,27,0,0
1677,96,0.12785131706438355,41,1,1
2216,95,0.26277044457157916,59,1,1
1215,89,0.7253852987006822,25,1,1
3036,85,0.8130058926950027,20,0,0
759,79,0.7439746495840726,6,0,0
1803,66,0.29234034986225615,38,0,0
1426,104,0.2850962474642218,31,1,1
2484,85,0.536973059234178,40,0,0
3811,80,0.782208118550798,40,0,0
4046,80,0.5194547960360449,35,0,0
4856,91,0.7440696802385224,27,0,0
3531,118,0.8869525380689203,55,1,1
2022,86,0.24727030866197985,57,0,0
2069,66,0.23090423049988495,28,0,0
2155,83,0.544600023886611,12,0,0
1345,63,0.7486086360364721,59,0,0
4852,98,0.11702786092188643,31,1,1
3562,105,0.7564250969399593,7,0,0
1378,65,0.8265644384449878,40,0,0
3118,86,0.8727807226764014,44,1,1
4790,119,0.5094371556995685,23,0,0
4445,84,0.7190511675679525,25,0,0
4139,113,0.42173546078595436,16,0,0
1292,68,0.13105925500159457,44,0,0
1110,118,0.9313148575153326,40,0,0
1993,90,0.6908236274350792,31,0,0
1859,110,0.8826034436151842,57,0,0
3978,114,0.8289621421255177,38,1,1
3183,108,0.4619850416915028,47,0,0
4662,91,0.7803909379988136,38,1,1
2671,107,0.4305950716068062,11,0,0
1966,64,0.5420474620599898,50,1,0
1867,78,0.18247907784244677,12,0,0
2196,119,0.4471805390054875,56,0,0
3840,70,0.9658690390507866,37,0,0
3771,81,0.8130083186943133,13,0,0
3481,106,0.6220414231257616,43,1,1
3806,71,0.3869110477024651,34,0,0
4355,115,0.5919248525634281,11,0,0
2297,78,0.4009762903833264,55,0,0
1930,74,0.5902351343606232,40,0,0
554,104,0.4815340456423154,18,1,1
557,69,0.4307299122449013,19,0,0
2583,98,0.20947613847418162,23,0,0
3918,117,0.48277521236648135,27,0,0
3022,98,0.9151596562317048,40,1,1
2822,60,0.3478479352903617,49,0,0
1756,107,0.8401319993439099,7,0,0
2548,67,0.8958305907393939,31,1,1
3417,71,0.1504319267762628,41,0,0
3675,94,0.13840874290862346,16,0,0
4290,105,0.7442030845907764,6,0,0
2912,90,0.42561820868944444,34,0,0
3611,108,0.5812692898024748,6,0,0
2476,75,0.6501523552718239,20,1,1
4370,91,0.3086323239980755,46,0,0
4028,95,0.777867061032599,6,0,0
3389,113,0.9850963044064586,48,1,1
2978,92,0.9444380331661988,18,1,1
1159,81,0.12340513930292235,45,0,0
865,101,0.4304165232963676,25,0,0
1706,91,0.6197399641442077,24,0,0
965,82,0.5425779629123446,26,0,0
3126,66,0.9032535275862127,18,0,0
4508,108,0.20870810294253084,39,0,0
1313,90,0.9223624763703018,58,0,0
4954,86,0.4696285571231473,22,0,0
1554,107,0.38037709204169146,48,0,0
4077,78,0.4633946014614383,51,0,0
1698,93,0.1916312215057781,16,0,0
1151,97,0.8168159285424422,49,0,0
2625,114,0.26167375560854883,49,1,1
1764,99,0.1287680618320605,13,0,0
1834,60,0.7963348389106892,43,0,0
1288,86,0.3475341933185615,16,0,0
1042,97,0.3983752099329195,28,0,0
4372,104,0.3401276341933278,19,0,0
3096,108,0.8630053016539314,11,0,0
3785,97,0.11384256409233501,14,0,0
843,62,0.7163943396498527,29,0,0
3281,87,0.7155561383802277,30,1,1
1391,103,0.3431067025362843,50,0,0
1327,112,0.43635435739076933,51,0,0
4472,65,0.47451268477569386,39,0,0
958,81,0.4379519820944364,50,0,0
3040,95,0.7376997302236046,43,1,1
1619,116,0.9428639116654743,50,0,0
3695,77,0.7436120273673036,33,0,0
2551,85,0.4484354634793466,16,0,0
2935,66,0.9493025782287777,11,0,0
4468,109,0.42330774844738284,57,0,0
2501,81,0.6269067653669469,45,0,0
2621,78,0.8347024249387629,50,0,0
4196,63,0.2884326391736226,12,0,0
3734,62,0.16805940237908867,58,0,0
913,106,0.20988218770142794,52,0,0
3514,81,0.8197376360792717,12,0,0
1741,119,0.23233075417252685,9,0,0
2620,101,0.3819463214175084,55,0,0
1595,109,0.7238807813725808,21,0,0
4292,99,0.9573889282033703,41,1,1
2493,72,0.6380916326667517,38,0,0
2338,95,0.4979038505764033,54,0,0
4881,86,0.5225991386064446,40,1,1
4841,68,0.6162464237356252,39,0,0
2113,89,0.19773790124823787,26,0,0
4900,105,0.7346064952637612,57,1,1
2047,108,0.40872547159561434,9,0,0
2588,78,0.7669903598501142,22,0,0
1379,98,0.7596152135731256,41,1,1
4894,97,0.6585295420179429,44,1,1
1302,86,0.7961784120930959,38,0,0
4287,64,0.24674542274838163,11,0,0
3501,109,0.7746161907998584,52,1,1
3667,81,0.35009001607329804,56,1,1
4486,106,0.2861588673057436,6,0,0
4824,96,0.6839187380087767,52,1,1
2020,100,0.6050786654914245,58,0,0
4327,107,0.8232573910314515,59,1,1
805,72,0.31532075672241944,10,0,0
4578,99,0.1769199857777053,37,1,0
1601,70,0.6403794157270593,49,0,0
2499,108,0.7104850470638711,17,0,0
2929,102,0.3394083350553996,16,0,0
4729,99,0.23898013196047668,13,0,0
4489,90,0.519102514853698,25,0,0
1362,74,0.5582905066617426,58,0,0
1833,112,0.5919621242624659,59,0,0
1735,65,0.5886240106153645,48,0,0
3973,78,0.27727962617740426,59,0,0
4553,107,0.5136740272196904,59,0,0
2806,79,0.23456743362546223,9,0,0
4089,71,0.8506751967081403,16,0,0
546,83,0.9305620076625637,59,1,0
808,101,0.7211919566207048,26,0,0
4168,94,0.20812172253949685,41,0,0
2774,112,0.8505328069000976,59,0,0
1483,84,0.35938117965401895,57,0,0
4291,109,0.2954548198544782,36,0,0
4699,118,0.8083895988183643,49,1,1
2631,70,0.8214378711239064,35,0,0
2464,103,0.11263993480851027,17,0,0
4853,107,0.6640401566385659,48,1,1
4030,94,0.3716060706778571,21,0,0
3523,76,0.6503322616720995,58,0,0
2014,69,0.49386921527225025,12,0,0
2341,119,0.6553669025142274,9,0,0
3793,118,0.6190400152719813,55,0,1
3630,108,0.8808818391414354,28,0,0
1378,87,0.2164924886191537,46,0,0
4458,102,0.31551624150135466,57,0,0
3086,70,0.30273211780360787,53,0,0
4734,97,0.3955607949862243,13,0,0
3008,78,0.7108332095435765,9,0,0
3765,117,0.27410551407676287,36,0,0
4305,115,0.622094189340051,42,1,1
1929,91,0.6862717547333289,36,0,0
3285,100,0.7227116594718053,26,0,0
3404,61,0.14245447993103788,40,0,0
880,119,0.45926190906583564,22,0,0
4055,102,0.12416967976376314,34,0,0
3877,104,0.9523205205613415,26,0,0
1629,64,0.49135275485861174,20,1,0
4192,89,0.6962129500543411,51,1,1
4626,69,0.2500026155631912,55,0,0
3388,112,0.6215747416964543,25,0,0
1862,63,0.25771493596749706,15,0,0
3077,119,0.7728751021705214,25,0,0
1123,60,0.5149091066610451,17,0,0
2151,105,0.9116710244530006,6,1,1
4879,72,0.8290182240372076,31,0,0
2031,93,0.8323782223226552,10,0,0
2398,75,0.17609873201143722,13,0,0
4049,83,0.685879782222588,17,0,0
1330,82,0.6349955437515096,47,0,0
1802,85,0.33821416897235057,51,0,0
2703,75,0.564433963179493,25,0,0
4484,102,0.5248553849243959,38,0,0
1130,110,0.5993820322819068,31,0,0
1998,67,0.4595004445804236,53,0,0
975,85,0.7925899168281918,36,0,0
1920,88,0.35419543120773667,36,1,1
3436,90,0.8371321967758212,41,1,1
4754,110,0.877090637897754,42,0,1
4774,80,0.8178818915357934,6,0,0
2416,104,0.3145661430523194,51,0,0
4136,94,0.7608360927460723,50,1,1
3460,73,0.563584839048125,34,0,0
3290,103,0.696983646558851,38,1,1
4266,83,0.4530552599068898,22,1,1
4749,105,0.11323078229625212,34,0,0
3114,77,0.9667540408630036,48,0,0
3460,62,0.7322971466084303,19,0,0
3872,91,0.3604630204118544,23,0,0
4589,109,0.997242874064979,15,0,0
2811,74,0.5926684029187385,56,0,0
715,106,0.6246120022412311,28,0,0
1727,118,0.5997398469057804,17,0,0
4726,72,0.2182691335902603,46,0,0
4697,67,0.6657659463483262,27,0,0
1138,64,0.8778456516540977,25,0,0
1736,116,0.9721594134289141,41,0,0
4033,119,0.3319990884373694,43,0,0
4653,77,0.3801450338912098,43,0,0
3920,109,0.6981765116724492,30,0,0
4148,72,0.4809214129314211,14,0,0
2385,99,0.6609128322681923,47,1,1
1380,115,0.3364119504452575,27,0,0
3131,78,0.27778594600129175,56,0,0
3790,81,0.6450149961244757,27,0,0
4260,76,0.8709181559351512,36,0,0
2526,104,0.4088077109959577,58,0,0
807,89,0.22897131719500866,32,0,0
2019,103,0.4920980843330157,29,0,0
2050,89,0.2759682999940805,9,0,0
2111,85,0.8272727629406973,36,0,0
953,92,0.8389948532572093,27,0,0
3056,112,0.29464723905609036,19,0,0
2239,89,0.6203011378814571,10,0,0
2187,96,0.38795038128131987,21,0,0
3622,93,0.6890846599289633,28,0,0
2752,71,0.23572028123172994,17,0,0
2871,92,0.7363694742733567,33,0,0
3052,76,0.2833673600532224,51,0,0
2745,118,0.5128096776466247,11,0,0
4396,118,0.3808149669063181,19,0,0
4793,99,0.5960674984660812,58,0,0
1452,72,0.5751528099623874,17,0,0
2981,94,0.17569156773874478,22,1,1
4705,109,0.28862095623224737,11,0,0
4403,72,0.1122934030622321,29,0,0
4496,90,0.8181641889630735,51,0,0
3533,89,0.19824762258051432,49,0,0
3878,61,0.5798652752539706,24,0,0
777,88,0.7333725932190829,19,0,0
2452,84,0.7918695696148783,53,0,0
4199,98,0.7482135625167815,13,1,0
2644,110,0.6886342319940821,27,0,0
3616,60,0.6574206710483118,49,0,0
2179,109,0.6800071761840458,34,0,0
2721,104,0.20699407601926578,31,0,0
956,63,0.49515558432527984,30,0,0
628,110,0.39447588095070696,32,0,0
4785,96,0.957396547109606,14,0,0
3228,97,0.34505927392120433,15,0,0
2453,111,0.7572911486178754,42,0,0
2101,78,0.6921045358442044,15,1,1
1239,63,0.4556471111552193,55,1,1
3105,97,0.7184984115248644,11,0,0
4398,87,0.8528256427810827,46,1,1
4937,100,0.16982880386416477,30,1,1
2623,109,0.9960131076913046,31,0,0
3657,117,0.25830527736952624,12,0,0
1196,90,0.6240854050230349,20,0,0
4072,75,0.38818286945384806,50,0,0
1598,114,0.40350072189352526,45,0,0
4579,105,0.7857106583626731,54,1,1
3515,115,0.5715274996880398,54,0,0
836,79,0.43582699599314845,51,0,0
2361,70,0.3043942247735645,33,0,0
4930,118,0.38596210124382513,7,0,0
2232,64,0.5050323152068373,59,0,0
625,116,0.4580787276669984,56,0,0
1576,114,0.8501435872764997,28,0,0
702,77,0.8875871278973397,59,0,0
2017,74,0.10977968603275633,39,1,1
858,116,0.3451739277678031,16,1,0
1388,96,0.8936322392601875,14,0,0
3623,61,0.7800515106484714,28,0,0
4012,102,0.44168878992213223,23,0,0
4495,72,0.7304616112209349,43,0,0
1452,101,0.24919799118164937,50,0,0
3625,93,0.6698000821596348,34,0,0
4024,107,0.9286769598498201,9,0,0
3572,69,0.19052517077051817,59,0,0
2209,77,0.6635332037432026,19,0,0
1185,63,0.8102873394980197,12,0,0
4246,87,0.13176676380994748,47,0,0
1722,69,0.2844938989200775,36,0,0
2510,81,0.48568305379266985,51,0,0
944,100,0.4301400384571544,45,0,0
3186,69,0.6791924978093886,26,0,0
3643,70,0.8561534834345315,44,0,0
1395,107,0.15059479583400404,38,0,0
4028,73,0.801656193868287,57,1,1
1965,119,0.48826234420671133,56,0,0
1491,103,0.292586372274971,55,0,0
1195,63,0.9008972511172498,18,0,0
711,86,0.30453329808345964,12,0,0
4773,64,0.417093814368669,56,0,0
1435,109,0.617547864751882,9,0,0
3674,107,0.9424758234578486,39,1,1
2371,74,0.9767755765411242,16,0,0
1343,76,0.984804269859327,39,0,0
2267,60,0.4426624338018851,11,0,0
3977,92,0.14670165090904147,11,0,0
3723,104,0.7476337257238009,43,1,1
806,64,0.4227633148812854,54,0,0
3607,63,0.7479860308769796,7,0,0
3601,80,0.5001208010704172,51,0,0
555,105,0.5084639117055506,26,0,0
2396,107,0.16477622944270093,42,0,0
1874,96,0.46905564828305746,43,0,0
2498,87,0.5254680349066915,33,0,0
3781,81,0.6582645369948222,40,0,0
2360,118,0.38394684814167823,59,0,0
2014,84,0.7080207636729604,53,0,0
660,63,0.17158775300231688,46,0,0
960,88,0.41558827535541043,59,0,0
3206,97,0.5105764363225986,43,0,0
4683,115,0.2730859474600001,45,0,0
3539,62,0.7705296943976713,36,0,0
3226,84,0.6915582676733482,31,0,0
1544,113,0.8549205263433739,51,1,1
3751,98,0.7789922633561159,24,0,0
4786,61,0.8362005730220717,40,0,0
585,101,0.963497862524312,14,0,0
4385,79,0.1815589269198999,42,0,0
1180,79,0.1391015128108049,28,0,0
2303,69,0.14002867959445656,15,0,0
3863,82,0.5644143001716524,40,0,0
660,78,0.31763900627791686,47,0,0
2637,103,0.13138800752043767,37,0,0
2759,72,0.9790134999512772,31,1,1
717,107,0.3957634441044643,24,0,0
960,103,0.18371540435061745,6,0,0
2502,98,0.35143318136463597,16,0,0
752,113,0.20174195581372503,53,0,0
2974,69,0.3537588514453416,24,0,0
940,64,0.5150105899498091,50,0,0
2317,97,0.7492265024524072,55,0,0
1610,78,0.37486606965170144,11,0,0
743,86,0.8733887636097025,45,0,0
1237,111,0.889905670812551,45,0,0
4960,104,0.34045757417588907,50,1,1
3763,64,0.33791648097098725,20,0,0
1117,118,0.7886251383379085,34,0,0
3468,100,0.7135470791495103,56,1,1
3769,68,0.36517312791210255,55,0,0
2181,68,0.46195720529273354,22,0,0
4729,117,0.20389611008136843,17,0,0
2497,88,0.13752326169854495,39,0,0
3784,111,0.8173452977390513,8,0,0
3444,73,0.7699184722776328,49,0,0
928,71,0.1281321737808174,29,0,0
525,63,0.6768598353487548,11,1,1
1047,115,0.2940477378318458,9,0,0
2883,119,0.4282807584779237,38,1,1
4236,70,0.40579507678545435,30,0,0
4311,102,0.3955566736573045,39,0,0
3843,80,0.652647793076428,11,0,0
3552,78,0.887128967707489,12,0,0
620,67,0.5610573821137032,59,0,0
1727,65,0.5492592489212936,19,0,0
760,65,0.5437527934779924,56,0,0
3905,81,0.8927112498166048,44,0,0
2431,111,0.6395686606398128,23,0,0
1593,81,0.49867839986765494,23,0,0
3760,75,0.3020206425612905,49,0,0
4785,94,0.8701353702679873,58,1,1
2383,111,0.9689788682265844,21,1,1
1166,97,0.7101338066355446,37,0,0
3321,76,0.23152346931477147,54,0,0
1399,118,0.4206962898252471,58,0,0
4786,65,0.5180500642379827,57,0,0
2042,116,0.2413940475532307,22,0,0
3863,97,0.10721494092920016,45,0,0
1214,63,0.8773544220084072,53,0,0
2840,79,0.8891169344294598,48,0,0
1983,83,0.23730793689522195,35,0,0
3617,112,0.7514192725992167,47,1,1
3818,93,0.1209201905589287,43,0,0
2166,103,0.9462083148060211,41,0,0
4712,100,0.41006523928479255,30,0,0
859,79,0.6276223186234916,21,0,0
3847,82,0.7340526372821385,43,0,0
4597,105,0.4853470583628192,7,0,0
4783,88,0.4189246066788552,23,0,0
2433,112,0.9520655307567324,33,0,0
959,99,0.5534344893457123,59,0,0
4042,89,0.5544646685576539,50,0,0
1512,89,0.8016100218397352,7,0,0
4838,101,0.6688882534022771,40,0,0
4158,89,0.9733700476756048,41,0,0
3593,96,0.9028994390066052,17,0,0
3251,102,0.5342241535241439,53,0,0
4146,110,0.702244152182304,39,1,1
2852,108,0.6932349384087361,29,0,0
1828,116,0.9615396199218513,36,0,0
3602,63,0.30741996138873906,46,0,0
4052,71,0.9421524692473793,36,0,0
1774,116,0.7560388965482681,45,0,0
3032,75,0.982635560427505,13,0,0
4618,105,0.3716388888717257,9,0,0
2075,84,0.28056424217185316,37,0,0
2851,78,0.41420193051525933,33,0,0
1004,61,0.8044189904199183,6,0,0
908,71,0.812188901030281,55,0,0
1987,113,0.5195555134895363,25,0,0
746,92,0.3121565189672749,10,0,0
714,60,0.6193541684640367,24,0,0
631,96,0.4205082977532816,50,0,0
3118,102,0.743708962913713,21,0,0
2051,71,0.6803569858407235,48,0,0
1402,83,0.5157747545855519,52,0,0
3594,61,0.1347580206355143,15,0,0
2790,63,0.3737423004357593,13,0,0
4364,79,0.9899122965760488,44,0,0
2467,78,0.25049479849059253,56,0,0
3033,110,0.5133272284219225,33,0,0
2482,89,0.1943582256810607,30,1,1
1721,89,0.6203220583646287,39,0,0
3170,67,0.1554860521263953,24,0,0
3877,104,0.3512885733727221,33,0,0
889,106,0.9365621041405253,18,0,0
4344,77,0.80887213960226,39,0,0
4763,112,0.9236773950231245,9,0,0
4225,60,0.6811026689650016,48,1,1
875,102,0.36613937894250936,20,0,0
1385,118,0.8493640409636961,15,1,0
3520,105,0.7511494852635964,51,1,1
4131,85,0.65357969666931,35,0,0
2877,72,0.32427497643431796,32,1,1
3819,90,0.14545426307657944,58,0,0
2502,110,0.9326669910352382,8,0,0
1326,98,0.24202511098362608,59,0,0
2204,98,0.8871303089597813,54,0,0
1964,110,0.36601808450758344,18,0,0
2399,93,0.47810903673534677,54,1,1
4154,111,0.26428605286744505,29,0,0
949,70,0.30558020099722066,11,0,0
4178,97,0.14308934900460393,53,0,0
4760,117,0.659963550759937,43,1,1
2553,93,0.5466499326504872,19,0,0
4144,118,0.34090867394329616,57,0,0
3085,104,0.12141155829309064,47,0,0
1759,118,0.2328468177832654,56,0,0
2112,99,0.9740557705005153,39,0,0
869,95,0.4331294173743543,7,0,0
709,85,0.22611553855655772,48,0,0
2824,103,0.26727563488404615,18,1,1
1342,101,0.3995114641346219,11,0,0
3446,107,0.4838964426554072,14,0,0
2347,81,0.8807924335169478,45,0,0
4292,68,0.42597750902094167,43,0,0
1686,81,0.5029047854519103,28,0,0
541,96,0.3901341711173073,24,0,1
4377,105,0.33768584217477426,45,0,0
1930,64,0.36592953935634953,6,0,0
2574,74,0.30055001596099634,56,0,0
3983,111,0.1600455029454316,34,1,0
3816,62,0.7745701951719011,35,0,0
1357,100,0.6997254045427815,20,0,0
1639,110,0.7909567981488705,22,0,0
4236,94,0.7103495678827334,46,1,1
2873,63,0.573523091004588,48,0,0
4074,71,0.5676652580306102,34,0,0
524,64,0.2212197062729525,24,0,0
984,99,0.8501397249122439,20,0,0
2147,85,0.4887523452324657,46,0,0
3866,60,0.7855629204411645,59,0,0
1427,91,0.129050525943009,22,0,0
4255,69,0.35060810438281664,50,0,0
3465,98,0.21305206252347242,51,1,1
3924,73,0.9069652458085924,51,0,0
945,78,0.618482407326356,50,0,0
2169,119,0.41233053154856836,45,0,0
2847,106,0.8284464525792056,38,0,0
2274,85,0.5644518709551385,9,0,0
1809,87,0.949128236245739,47,0,0
4231,71,0.2931587637257218,14,0,0
2863,78,0.37917468385141695,55,0,0
2668,70,0.4379618819411216,22,0,0
